Date,Positive Tweets,Negative Tweets,Zero,Ticker
2018-05-01,64,-28,0,MSFT
2018-05-02,73,-25,0,MSFT
2018-05-03,63,-35,0,MSFT
2018-05-04,85,-27,0,MSFT
2018-05-05,63,-14,0,MSFT
2018-05-06,54,-16,0,MSFT
2018-05-07,144,-28,0,MSFT
2018-05-08,111,-28,0,MSFT
2018-05-09,89,-17,0,MSFT
2018-05-10,97,-31,0,MSFT
2018-05-11,92,-28,0,MSFT
2018-05-12,63,-14,0,MSFT
2018-05-13,77,-11,0,MSFT
2018-05-14,84,-25,0,MSFT
2018-05-15,89,-22,0,MSFT
2018-05-16,95,-34,0,MSFT
2018-05-17,59,-24,0,MSFT
2018-05-18,74,-25,0,MSFT
2018-05-19,55,-10,0,MSFT
2018-05-20,56,-14,0,MSFT
2018-05-21,91,-30,0,MSFT
2018-05-22,83,-36,0,MSFT
2018-05-23,87,-23,0,MSFT
2018-05-24,98,-29,0,MSFT
2018-05-25,95,-31,0,MSFT
2018-05-26,58,-17,0,MSFT
2018-05-27,60,-10,0,MSFT
2018-05-28,53,-24,0,MSFT
2018-05-29,107,-24,0,MSFT
2018-05-30,104,-40,0,MSFT
2018-05-31,124,-44,0,MSFT
2018-06-01,144,-44,0,MSFT
2018-06-02,75,-21,0,MSFT
2018-06-03,96,-14,0,MSFT
2018-06-04,295,-100,0,MSFT
2018-06-05,177,-65,0,MSFT
2018-06-06,128,-38,0,MSFT
2018-06-07,116,-49,0,MSFT
2018-06-08,103,-25,0,MSFT
2018-06-09,30,-11,0,MSFT
2018-06-10,78,-12,0,MSFT
2018-06-11,90,-40,0,MSFT
2018-06-12,101,-29,0,MSFT
2018-06-13,125,-22,0,MSFT
2018-06-14,140,-37,0,MSFT
2018-06-15,97,-30,0,MSFT
2018-06-16,71,-17,0,MSFT
2018-06-17,72,-11,0,MSFT
2018-06-18,98,-38,0,MSFT
2018-06-19,88,-39,0,MSFT
2018-06-20,94,-25,0,MSFT
2018-06-21,62,-31,0,MSFT
2018-06-22,96,-57,0,MSFT
2018-06-23,66,-14,0,MSFT
2018-06-24,47,-10,0,MSFT
2018-06-25,87,-44,0,MSFT
2018-06-26,80,-26,0,MSFT
2018-06-27,106,-43,0,MSFT
2018-06-28,84,-15,0,MSFT
2018-06-29,62,-16,0,MSFT
2018-06-30,16,-8,0,MSFT
2018-07-01,45,-5,0,MSFT
2018-07-02,43,-18,0,MSFT
2018-07-03,41,-11,0,MSFT
2018-07-04,26,-13,0,MSFT
2018-07-05,54,-11,0,MSFT
2018-07-06,37,-18,0,MSFT
2018-07-07,22,-3,0,MSFT
2018-07-08,21,-2,0,MSFT
2018-07-09,58,-12,0,MSFT
2018-07-10,70,-19,0,MSFT
2018-07-11,52,-19,0,MSFT
2018-07-12,104,-37,0,MSFT
2018-07-13,91,-37,0,MSFT
2018-07-14,47,-9,0,MSFT
2018-07-15,44,-6,0,MSFT
2018-07-16,67,-22,0,MSFT
2018-07-17,137,-47,0,MSFT
2018-07-18,91,-37,0,MSFT
2018-07-19,245,-89,0,MSFT
2018-07-20,334,-81,0,MSFT
2018-07-21,88,-29,0,MSFT
2018-07-22,68,-18,0,MSFT
2018-07-23,122,-23,0,MSFT
2018-07-24,98,-34,0,MSFT
2018-07-25,125,-27,0,MSFT
2018-07-26,101,-38,0,MSFT
2018-07-27,102,-24,0,MSFT
2018-07-28,32,-8,0,MSFT
2018-07-29,39,-19,0,MSFT
2018-07-30,80,-35,0,MSFT
2018-07-31,90,-18,0,MSFT
2018-08-01,116,-28,0,MSFT
2018-08-02,111,-29,0,MSFT
2018-08-03,90,-31,0,MSFT
2018-08-04,56,-7,0,MSFT
2018-08-05,37,-14,0,MSFT
2018-08-06,60,-21,0,MSFT
2018-08-07,58,-30,0,MSFT
2018-08-08,70,-23,0,MSFT
2018-08-09,63,-17,0,MSFT
2018-08-10,55,-11,0,MSFT
2018-08-11,39,-7,0,MSFT
2018-08-12,33,-6,0,MSFT
2018-08-13,49,-20,0,MSFT
2018-08-14,76,-32,0,MSFT
2018-08-15,83,-27,0,MSFT
2018-08-16,59,-37,0,MSFT
2018-08-17,50,-23,0,MSFT
2018-08-18,22,-11,0,MSFT
2018-08-19,28,-31,0,MSFT
2018-08-20,60,-31,0,MSFT
2018-08-21,84,-58,0,MSFT
2018-08-22,86,-35,0,MSFT
2018-08-23,66,-25,0,MSFT
2018-08-24,61,-17,0,MSFT
2018-08-25,29,-17,0,MSFT
2018-08-26,32,-11,0,MSFT
2018-08-27,85,-29,0,MSFT
2018-08-28,69,-26,0,MSFT
2018-08-29,114,-24,0,MSFT
2018-08-30,114,-50,0,MSFT
2018-08-31,72,-35,0,MSFT
2018-09-01,37,-17,0,MSFT
2018-09-02,24,-6,0,MSFT
2018-09-03,44,-7,0,MSFT
2018-09-04,75,-18,0,MSFT
2018-09-05,77,-43,0,MSFT
2018-09-06,57,-21,0,MSFT
2018-09-07,69,-20,0,MSFT
2018-09-08,42,-8,0,MSFT
2018-09-09,35,-7,0,MSFT
2018-09-10,74,-24,0,MSFT
2018-09-11,79,-29,0,MSFT
2018-09-12,84,-31,0,MSFT
2018-09-13,73,-17,0,MSFT
2018-09-14,65,-20,0,MSFT
2018-09-15,26,-9,0,MSFT
2018-09-16,38,-7,0,MSFT
2018-09-17,54,-18,0,MSFT
2018-09-18,65,-17,0,MSFT
2018-09-19,67,-26,0,MSFT
2018-09-20,68,-18,0,MSFT
2018-09-21,84,-34,0,MSFT
2018-09-22,26,-12,0,MSFT
2018-09-23,33,-10,0,MSFT
2018-09-24,83,-21,0,MSFT
2018-09-25,42,-21,0,MSFT
2018-09-26,65,-17,0,MSFT
2018-09-27,38,-16,0,MSFT
2018-09-28,51,-21,0,MSFT
2018-09-29,16,-6,0,MSFT
2018-09-30,23,-5,0,MSFT
2018-10-01,69,-13,0,MSFT
2018-10-02,62,-17,0,MSFT
2018-10-03,63,-14,0,MSFT
2018-10-04,74,-28,0,MSFT
2018-10-05,56,-14,0,MSFT
2018-10-06,23,-7,0,MSFT
2018-10-07,15,-5,0,MSFT
2018-10-08,56,-33,0,MSFT
2018-10-09,83,-23,0,MSFT
2018-10-10,104,-35,0,MSFT
2018-10-11,76,-36,0,MSFT
2018-10-12,75,-30,0,MSFT
2018-10-13,30,-6,0,MSFT
2018-10-14,22,-6,0,MSFT
2018-10-15,60,-37,0,MSFT
2018-10-16,84,-30,0,MSFT
2018-10-17,50,-19,0,MSFT
2018-10-18,41,-18,0,MSFT
2018-10-19,79,-27,0,MSFT
2018-10-20,31,-8,0,MSFT
2018-10-21,29,-6,0,MSFT
2018-10-22,61,-19,0,MSFT
2018-10-23,101,-53,0,MSFT
2018-10-24,311,-119,0,MSFT
2018-10-25,195,-75,0,MSFT
2018-10-26,135,-33,0,MSFT
2018-10-27,36,-14,0,MSFT
2018-10-28,55,-14,0,MSFT
2018-10-29,97,-44,0,MSFT
2018-10-30,118,-54,0,MSFT
2018-10-31,84,-12,0,MSFT
2018-11-01,79,-26,0,MSFT
2018-11-02,89,-13,0,MSFT
2018-11-03,23,-6,0,MSFT
2018-11-04,20,-7,0,MSFT
2018-11-05,66,-21,0,MSFT
2018-11-06,62,-12,0,MSFT
2018-11-07,89,-17,0,MSFT
2018-11-08,59,-14,0,MSFT
2018-11-09,92,-27,0,MSFT
2018-11-10,31,-6,0,MSFT
2018-11-11,22,-4,0,MSFT
2018-11-12,59,-13,0,MSFT
2018-11-13,61,-19,0,MSFT
2018-11-14,76,-22,0,MSFT
2018-11-15,62,-25,0,MSFT
2018-11-16,68,-17,0,MSFT
2018-11-17,31,-5,0,MSFT
2018-11-18,27,-7,0,MSFT
2018-11-19,66,-32,0,MSFT
2018-11-20,100,-37,0,MSFT
2018-11-21,66,-29,0,MSFT
2018-11-22,30,-4,0,MSFT
2018-11-23,52,-24,0,MSFT
2018-11-24,44,-7,0,MSFT
2018-11-25,27,-9,0,MSFT
2018-11-26,129,-38,0,MSFT
2018-11-27,134,-33,0,MSFT
2018-11-28,162,-34,0,MSFT
2018-11-29,122,-44,0,MSFT
2018-11-30,116,-23,0,MSFT
2018-12-01,61,-7,0,MSFT
2018-12-02,44,-19,0,MSFT
2018-12-03,122,-28,0,MSFT
2018-12-04,114,-26,0,MSFT
2018-12-05,35,-23,0,MSFT
2018-12-06,63,-31,0,MSFT
2018-12-07,70,-26,0,MSFT
2018-12-08,26,-12,0,MSFT
2018-12-09,27,-10,0,MSFT
2018-12-10,88,-25,0,MSFT
2018-12-11,112,-23,0,MSFT
2018-12-12,95,-21,0,MSFT
2018-12-13,88,-28,0,MSFT
2018-12-14,73,-41,0,MSFT
2018-12-15,18,-2,0,MSFT
2018-12-16,31,-10,0,MSFT
2018-12-17,65,-30,0,MSFT
2018-12-18,87,-17,0,MSFT
2018-12-19,82,-28,0,MSFT
2018-12-20,97,-56,0,MSFT
2018-12-21,101,-43,0,MSFT
2018-12-22,19,-10,0,MSFT
2018-12-23,23,-10,0,MSFT
2018-12-24,50,-26,0,MSFT
2018-12-25,23,-4,0,MSFT
2018-12-26,70,-26,0,MSFT
2018-12-27,61,-27,0,MSFT
2018-12-28,59,-28,0,MSFT
2018-12-29,26,-5,0,MSFT
2018-12-30,14,-15,0,MSFT
2018-12-31,49,-17,0,MSFT
2019-01-01,37,-3,0,MSFT
2019-01-02,68,-35,0,MSFT
2019-01-03,90,-46,0,MSFT
2019-01-04,67,-32,0,MSFT
2019-01-05,16,-6,0,MSFT
2019-01-06,19,-16,0,MSFT
2019-01-07,88,-32,0,MSFT
2019-01-08,74,-38,0,MSFT
2019-01-09,59,-16,0,MSFT
2019-01-10,59,-18,0,MSFT
2019-01-11,58,-22,0,MSFT
2019-01-12,36,-7,0,MSFT
2019-01-13,27,-8,0,MSFT
2019-01-14,38,-21,0,MSFT
2019-01-15,122,-27,0,MSFT
2019-01-16,87,-37,0,MSFT
2019-01-17,97,-28,0,MSFT
2019-01-18,105,-25,0,MSFT
2019-01-19,53,-8,0,MSFT
2019-01-20,56,-20,0,MSFT
2019-01-21,59,-13,0,MSFT
2019-01-22,78,-21,0,MSFT
2019-01-23,75,-21,0,MSFT
2019-01-24,95,-65,0,MSFT
2019-01-25,89,-38,0,MSFT
2019-01-26,71,-19,0,MSFT
2019-01-27,47,-9,0,MSFT
2019-01-28,130,-58,0,MSFT
2019-01-29,115,-60,0,MSFT
2019-01-30,253,-92,0,MSFT
2019-01-31,190,-61,0,MSFT
2019-02-01,93,-41,0,MSFT
2019-02-02,60,-18,0,MSFT
2019-02-03,46,-10,0,MSFT
2019-02-04,117,-25,0,MSFT
2019-02-05,107,-34,0,MSFT
2019-02-06,71,-25,0,MSFT
2019-02-07,70,-30,0,MSFT
2019-02-08,63,-20,0,MSFT
2019-02-09,51,-13,0,MSFT
2019-02-10,49,-17,0,MSFT
2019-02-11,79,-31,0,MSFT
2019-02-12,93,-20,0,MSFT
2019-02-13,82,-31,0,MSFT
2019-02-14,82,-29,0,MSFT
2019-02-15,108,-26,0,MSFT
2019-02-16,59,-17,0,MSFT
2019-02-17,38,-7,0,MSFT
2019-02-18,43,-8,0,MSFT
2019-02-19,90,-14,0,MSFT
2019-02-20,86,-30,0,MSFT
2019-02-21,131,-37,0,MSFT
2019-02-22,96,-33,0,MSFT
2019-02-23,48,-19,0,MSFT
2019-02-24,65,-24,0,MSFT
2019-02-25,127,-27,0,MSFT
2019-02-26,92,-31,0,MSFT
2019-02-27,65,-15,0,MSFT
2019-02-28,103,-27,0,MSFT
2019-03-01,84,-18,0,MSFT
2019-03-02,41,-8,0,MSFT
2019-03-03,44,-6,0,MSFT
2019-03-04,70,-19,0,MSFT
2019-03-05,66,-9,0,MSFT
2019-03-06,84,-17,0,MSFT
2019-03-07,85,-22,0,MSFT
2019-03-08,92,-29,0,MSFT
2019-03-09,45,-13,0,MSFT
2019-03-10,53,-8,0,MSFT
2019-03-11,89,-22,0,MSFT
2019-03-12,100,-46,0,MSFT
2019-03-13,121,-29,0,MSFT
2019-03-14,118,-31,0,MSFT
2019-03-15,151,-44,0,MSFT
2019-03-16,41,-15,0,MSFT
2019-03-17,35,-8,0,MSFT
2019-03-18,88,-22,0,MSFT
2019-03-19,106,-30,0,MSFT
2019-03-20,127,-21,0,MSFT
2019-03-21,95,-37,0,MSFT
2019-03-22,85,-33,0,MSFT
2019-03-23,32,-8,0,MSFT
2019-03-24,51,-19,0,MSFT
2019-03-25,97,-16,0,MSFT
2019-03-26,102,-27,0,MSFT
2019-03-27,101,-24,0,MSFT
2019-03-28,112,-24,0,MSFT
2019-03-29,79,-17,0,MSFT
2019-03-30,21,-6,0,MSFT
2019-03-31,48,-11,0,MSFT
2019-04-01,61,-23,0,MSFT
2019-04-02,77,-23,0,MSFT
2019-04-03,77,-9,0,MSFT
2019-04-04,78,-26,0,MSFT
2019-04-05,86,-19,0,MSFT
2019-04-06,26,-10,0,MSFT
2019-04-07,20,-7,0,MSFT
2019-04-08,80,-22,0,MSFT
2019-04-09,74,-28,0,MSFT
2019-04-10,71,-22,0,MSFT
2019-04-11,119,-18,0,MSFT
2019-04-12,61,-17,0,MSFT
2019-04-13,45,-16,0,MSFT
2019-04-14,39,-11,0,MSFT
2019-04-15,90,-34,0,MSFT
2019-04-16,81,-37,0,MSFT
2019-04-17,90,-19,0,MSFT
2019-04-18,117,-43,0,MSFT
2019-04-19,23,-9,0,MSFT
2019-04-20,30,-6,0,MSFT
2019-04-21,21,-1,0,MSFT
2019-04-22,75,-23,0,MSFT
2019-04-23,126,-38,0,MSFT
2019-04-24,318,-74,0,MSFT
2019-04-25,361,-94,0,MSFT
2019-04-26,120,-24,0,MSFT
2019-04-27,41,-8,0,MSFT
2019-04-28,38,-7,0,MSFT
2019-04-29,87,-17,0,MSFT
2019-04-30,108,-28,0,MSFT
2019-05-01,99,-38,0,MSFT
2019-05-02,167,-31,0,MSFT
2019-05-03,89,-21,0,MSFT
2019-05-04,41,-8,0,MSFT
2019-05-05,25,-8,0,MSFT
2019-05-06,68,-28,0,MSFT
2019-05-07,106,-38,0,MSFT
2019-05-08,80,-25,0,MSFT
2019-05-09,89,-31,0,MSFT
2019-05-10,76,-27,0,MSFT
2019-05-11,33,-9,0,MSFT
2019-05-12,13,-6,0,MSFT
2019-05-13,95,-36,0,MSFT
2019-05-14,106,-28,0,MSFT
2019-05-15,100,-37,0,MSFT
2019-05-16,112,-23,0,MSFT
2019-05-17,90,-35,0,MSFT
2019-05-18,25,-5,0,MSFT
2019-05-19,21,-4,0,MSFT
2019-05-20,59,-26,0,MSFT
2019-05-21,69,-16,0,MSFT
2019-05-22,64,-29,0,MSFT
2019-05-23,60,-29,0,MSFT
2019-05-24,53,-16,0,MSFT
2019-05-25,22,-6,0,MSFT
2019-05-26,17,-6,0,MSFT
2019-05-27,28,-5,0,MSFT
2019-05-28,70,-21,0,MSFT
2019-05-29,64,-25,0,MSFT
2019-05-30,83,-20,0,MSFT
2019-05-31,66,-16,0,MSFT
2019-06-01,24,-10,0,MSFT
2019-06-02,27,-11,0,MSFT
2019-06-03,100,-47,0,MSFT
2019-06-04,83,-24,0,MSFT
2019-06-05,129,-27,0,MSFT
2019-06-06,107,-29,0,MSFT
2019-06-07,139,-34,0,MSFT
2019-06-08,55,-15,0,MSFT
2019-06-09,56,-18,0,MSFT
2019-06-10,136,-40,0,MSFT
2019-06-11,119,-37,0,MSFT
2019-06-12,101,-22,0,MSFT
2019-06-13,81,-17,0,MSFT
2019-06-14,71,-10,0,MSFT
2019-06-15,24,-6,0,MSFT
2019-06-16,19,-7,0,MSFT
2019-06-17,68,-20,0,MSFT
2019-06-18,3,-1,0,MSFT
2019-06-19,87,-26,0,MSFT
2019-06-20,100,-31,0,MSFT
2019-06-21,81,-19,0,MSFT
2019-06-22,43,-12,0,MSFT
2019-06-23,31,-7,0,MSFT
2019-06-24,113,-31,0,MSFT
2019-06-25,109,-42,0,MSFT
2019-06-26,75,-32,0,MSFT
2019-06-27,63,-29,0,MSFT
2019-06-28,81,-22,0,MSFT
2019-06-29,29,-20,0,MSFT
2019-06-30,29,-14,0,MSFT
2019-07-01,76,-21,0,MSFT
2019-07-02,60,-18,0,MSFT
2019-07-03,79,-27,0,MSFT
2019-07-04,20,-9,0,MSFT
2019-07-05,41,-9,0,MSFT
2019-07-06,22,-3,0,MSFT
2019-07-07,34,-3,0,MSFT
2019-07-08,65,-22,0,MSFT
2019-07-09,96,-22,0,MSFT
2019-07-10,89,-19,0,MSFT
2019-07-11,92,-40,0,MSFT
2019-07-12,110,-25,0,MSFT
2019-07-13,27,-8,0,MSFT
2019-07-14,33,-10,0,MSFT
2019-07-15,90,-33,0,MSFT
2019-07-16,23,-8,0,MSFT
2019-07-17,124,-44,0,MSFT
2019-07-18,324,-104,0,MSFT
2019-07-19,323,-112,0,MSFT
2019-07-20,40,-12,0,MSFT
2019-07-21,23,-3,0,MSFT
2019-07-22,129,-37,0,MSFT
2019-07-23,116,-25,0,MSFT
2019-07-24,91,-20,0,MSFT
2019-07-25,92,-35,0,MSFT
2019-07-26,86,-21,0,MSFT
2019-07-27,30,-14,0,MSFT
2019-07-28,26,-4,0,MSFT
2019-07-29,79,-33,0,MSFT
2019-07-30,57,-12,0,MSFT
2019-07-31,96,-34,0,MSFT
2019-08-01,115,-34,0,MSFT
2019-08-02,63,-31,0,MSFT
2019-08-03,32,-10,0,MSFT
2019-08-04,16,-8,0,MSFT
2019-08-05,86,-34,0,MSFT
2019-08-06,83,-29,0,MSFT
2019-08-07,88,-26,0,MSFT
2019-08-08,95,-25,0,MSFT
2019-08-09,65,-14,0,MSFT
2019-08-10,13,-10,0,MSFT
2019-08-11,22,-11,0,MSFT
2019-08-12,84,-27,0,MSFT
2019-08-13,72,-23,0,MSFT
2019-08-14,74,-25,0,MSFT
2019-08-15,77,-20,0,MSFT
2019-08-16,58,-19,0,MSFT
2019-08-17,22,-10,0,MSFT
2019-08-18,28,-9,0,MSFT
2019-08-19,97,-27,0,MSFT
2019-08-20,79,-36,0,MSFT
2019-08-21,80,-28,0,MSFT
2019-08-22,53,-41,0,MSFT
2019-08-23,73,-32,0,MSFT
2019-08-24,14,-8,0,MSFT
2019-08-25,15,-7,0,MSFT
2019-08-26,51,-19,0,MSFT
2019-08-27,73,-24,0,MSFT
2019-08-28,61,-21,0,MSFT
2019-08-29,84,-22,0,MSFT
2019-08-30,82,-18,0,MSFT
2019-08-31,20,-4,0,MSFT
2019-09-01,9,-4,0,MSFT
2019-09-02,21,-5,0,MSFT
2019-09-03,78,-24,0,MSFT
2019-09-04,85,-20,0,MSFT
2019-09-05,87,-31,0,MSFT
2019-09-06,93,-20,0,MSFT
2019-09-07,28,-13,0,MSFT
2019-09-08,20,-11,0,MSFT
2019-09-09,67,-36,0,MSFT
2019-09-10,78,-29,0,MSFT
2019-09-11,79,-33,0,MSFT
2019-09-12,97,-24,0,MSFT
2019-09-13,78,-27,0,MSFT
2019-09-14,32,-7,0,MSFT
2019-09-15,23,-10,0,MSFT
2019-09-16,53,-18,0,MSFT
2019-09-17,59,-26,0,MSFT
2019-09-18,156,-40,0,MSFT
2019-09-19,243,-70,0,MSFT
2019-09-20,142,-52,0,MSFT
2019-09-21,26,-7,0,MSFT
2019-09-22,17,-9,0,MSFT
2019-09-23,106,-30,0,MSFT
2019-09-24,88,-31,0,MSFT
2019-09-25,76,-20,0,MSFT
2019-09-26,70,-23,0,MSFT
2019-09-27,78,-36,0,MSFT
2019-09-28,19,-11,0,MSFT
2019-09-29,25,-6,0,MSFT
2019-09-30,78,-33,0,MSFT
2019-10-01,91,-43,0,MSFT
2019-10-02,139,-71,0,MSFT
2019-10-03,109,-36,0,MSFT
2019-10-04,122,-35,0,MSFT
2019-10-05,28,-14,0,MSFT
2019-10-06,28,-21,0,MSFT
2019-10-07,72,-27,0,MSFT
2019-10-08,124,-48,0,MSFT
2019-10-09,92,-35,0,MSFT
2019-10-10,78,-35,0,MSFT
2019-10-11,92,-33,0,MSFT
2019-10-12,29,-3,0,MSFT
2019-10-13,18,-9,0,MSFT
2019-10-14,60,-23,0,MSFT
2019-10-15,69,-22,0,MSFT
2019-10-16,75,-40,0,MSFT
2019-10-17,113,-42,0,MSFT
2019-10-18,132,-48,0,MSFT
2019-10-19,38,-21,0,MSFT
2019-10-20,31,-13,0,MSFT
2019-10-21,100,-46,0,MSFT
2019-10-22,150,-88,0,MSFT
2019-10-23,314,-115,0,MSFT
2019-10-24,241,-76,0,MSFT
2019-10-25,204,-69,0,MSFT
2019-10-26,168,-54,0,MSFT
2019-10-27,65,-16,0,MSFT
2019-10-28,286,-83,0,MSFT
2019-10-29,112,-42,0,MSFT
2019-10-30,88,-22,0,MSFT
2019-10-31,77,-24,0,MSFT
2019-11-01,66,-27,0,MSFT
2019-11-02,19,-7,0,MSFT
2019-11-03,27,-10,0,MSFT
2019-11-04,95,-33,0,MSFT
2019-11-05,117,-36,0,MSFT
2019-11-06,79,-18,0,MSFT
2019-11-07,92,-32,0,MSFT
2019-11-08,117,-41,0,MSFT
2019-11-09,43,-9,0,MSFT
2019-11-10,40,-8,0,MSFT
2019-11-11,123,-35,0,MSFT
2019-11-12,138,-45,0,MSFT
2019-11-13,100,-46,0,MSFT
2019-11-14,93,-42,0,MSFT
2019-11-15,135,-55,0,MSFT
2019-11-16,40,-13,0,MSFT
2019-11-17,47,-10,0,MSFT
2019-11-18,100,-38,0,MSFT
2019-11-19,197,-51,0,MSFT
2019-11-20,125,-40,0,MSFT
2019-11-21,78,-24,0,MSFT
2019-11-22,84,-25,0,MSFT
2019-11-23,37,-17,0,MSFT
2019-11-24,48,-11,0,MSFT
2019-11-25,91,-34,0,MSFT
2019-11-26,99,-27,0,MSFT
2019-11-27,113,-35,0,MSFT
2019-11-28,38,-6,0,MSFT
2019-11-29,45,-16,0,MSFT
2019-11-30,18,-10,0,MSFT
2019-12-01,31,-11,0,MSFT
2019-12-02,99,-38,0,MSFT
2019-12-03,92,-25,0,MSFT
2019-12-04,115,-41,0,MSFT
2019-12-05,94,-32,0,MSFT
2019-12-06,107,-33,0,MSFT
2019-12-07,42,-4,0,MSFT
2019-12-08,26,-12,0,MSFT
2019-12-09,103,-42,0,MSFT
2019-12-10,76,-30,0,MSFT
2019-12-11,76,-33,0,MSFT
2019-12-12,112,-33,0,MSFT
2019-12-13,111,-37,0,MSFT
2019-12-14,35,-12,0,MSFT
2019-12-15,19,-8,0,MSFT
2019-12-16,115,-41,0,MSFT
2019-12-17,139,-21,0,MSFT
2019-12-18,81,-39,0,MSFT
2019-12-19,85,-38,0,MSFT
2019-12-20,122,-34,0,MSFT
2019-12-21,34,-5,0,MSFT
2019-12-22,36,-11,0,MSFT
2019-12-23,59,-29,0,MSFT
2019-12-24,70,-15,0,MSFT
2019-12-25,18,-4,0,MSFT
2019-12-26,84,-25,0,MSFT
2019-12-27,93,-28,0,MSFT
2019-12-28,33,-6,0,MSFT
2019-12-29,32,-7,0,MSFT
2019-12-30,122,-36,0,MSFT
2019-12-31,108,-30,0,MSFT
2015-01-01,39,-22,0,TSLA
2015-01-02,85,-31,0,TSLA
2015-01-03,23,-9,0,TSLA
2015-01-04,35,-11,0,TSLA
2015-01-05,110,-30,0,TSLA
2015-01-06,81,-34,0,TSLA
2015-01-07,94,-29,0,TSLA
2015-01-08,98,-28,0,TSLA
2015-01-09,87,-28,0,TSLA
2015-01-10,20,-18,0,TSLA
2015-01-11,33,-7,0,TSLA
2015-01-12,151,-65,0,TSLA
2015-01-13,184,-129,0,TSLA
2015-01-14,268,-218,0,TSLA
2015-01-15,105,-43,0,TSLA
2015-01-16,91,-33,0,TSLA
2015-01-17,28,-20,0,TSLA
2015-01-18,41,-16,0,TSLA
2015-01-19,40,-11,0,TSLA
2015-01-20,107,-37,0,TSLA
2015-01-21,124,-31,0,TSLA
2015-01-22,85,-30,0,TSLA
2015-01-23,89,-30,0,TSLA
2015-01-24,30,-13,0,TSLA
2015-01-25,28,-10,0,TSLA
2015-01-26,98,-20,0,TSLA
2015-01-27,85,-31,0,TSLA
2015-01-28,83,-36,0,TSLA
2015-01-29,124,-28,0,TSLA
2015-01-30,90,-32,0,TSLA
2015-01-31,26,-13,0,TSLA
2015-02-01,25,-11,0,TSLA
2015-02-02,76,-32,0,TSLA
2015-02-03,99,-28,0,TSLA
2015-02-04,73,-21,0,TSLA
2015-02-05,76,-29,0,TSLA
2015-02-06,118,-49,0,TSLA
2015-02-07,44,-19,0,TSLA
2015-02-08,55,-22,0,TSLA
2015-02-09,90,-45,0,TSLA
2015-02-10,169,-93,0,TSLA
2015-02-11,422,-334,0,TSLA
2015-02-12,608,-385,0,TSLA
2015-02-13,184,-110,0,TSLA
2015-02-14,117,-49,0,TSLA
2015-02-15,72,-38,0,TSLA
2015-02-16,88,-50,0,TSLA
2015-02-17,165,-77,0,TSLA
2015-02-18,102,-44,0,TSLA
2015-02-19,159,-75,0,TSLA
2015-02-20,155,-58,0,TSLA
2015-02-21,54,-32,0,TSLA
2015-02-22,57,-22,0,TSLA
2015-02-23,146,-71,0,TSLA
2015-02-24,166,-72,0,TSLA
2015-02-25,121,-85,0,TSLA
2015-02-26,168,-88,0,TSLA
2015-02-27,84,-45,0,TSLA
2015-02-28,28,-12,0,TSLA
2015-03-01,20,-12,0,TSLA
2015-03-02,103,-95,0,TSLA
2015-03-03,96,-57,0,TSLA
2015-03-04,95,-60,0,TSLA
2015-03-05,103,-66,0,TSLA
2015-03-06,99,-83,0,TSLA
2015-03-07,43,-22,0,TSLA
2015-03-08,49,-26,0,TSLA
2015-03-09,138,-133,0,TSLA
2015-03-10,124,-72,0,TSLA
2015-03-11,125,-60,0,TSLA
2015-03-12,80,-51,0,TSLA
2015-03-13,159,-77,0,TSLA
2015-03-14,53,-27,0,TSLA
2015-03-15,63,-25,0,TSLA
2015-03-16,202,-108,0,TSLA
2015-03-17,97,-43,0,TSLA
2015-03-18,139,-36,0,TSLA
2015-03-19,292,-148,0,TSLA
2015-03-20,133,-47,0,TSLA
2015-03-21,69,-24,0,TSLA
2015-03-22,67,-16,0,TSLA
2015-03-23,76,-30,0,TSLA
2015-03-24,87,-34,0,TSLA
2015-03-25,125,-59,0,TSLA
2015-03-26,111,-43,0,TSLA
2015-03-27,200,-121,0,TSLA
2015-03-28,69,-33,0,TSLA
2015-03-29,62,-17,0,TSLA
2015-03-30,360,-138,0,TSLA
2015-03-31,196,-69,0,TSLA
2015-04-01,143,-93,0,TSLA
2015-04-02,158,-82,0,TSLA
2015-04-03,83,-37,0,TSLA
2015-04-04,43,-25,0,TSLA
2015-04-05,44,-27,0,TSLA
2015-04-06,303,-152,0,TSLA
2015-04-07,108,-56,0,TSLA
2015-04-08,208,-113,0,TSLA
2015-04-09,115,-63,0,TSLA
2015-04-10,79,-39,0,TSLA
2015-04-11,49,-15,0,TSLA
2015-04-12,36,-14,0,TSLA
2015-04-13,54,-54,0,TSLA
2015-04-14,124,-49,0,TSLA
2015-04-15,58,-38,0,TSLA
2015-04-16,78,-36,0,TSLA
2015-04-17,69,-45,0,TSLA
2015-04-18,21,-23,0,TSLA
2015-04-19,22,-17,0,TSLA
2015-04-20,102,-67,0,TSLA
2015-04-21,177,-79,0,TSLA
2015-04-22,243,-85,0,TSLA
2015-04-23,135,-52,0,TSLA
2015-04-24,183,-69,0,TSLA
2015-04-25,49,-22,0,TSLA
2015-04-26,63,-21,0,TSLA
2015-04-27,352,-111,0,TSLA
2015-04-28,136,-58,0,TSLA
2015-04-29,124,-46,0,TSLA
2015-04-30,215,-83,0,TSLA
2015-05-01,511,-181,0,TSLA
2015-05-02,101,-32,0,TSLA
2015-05-03,10,-4,0,TSLA
2015-05-04,160,-60,0,TSLA
2015-05-05,243,-93,0,TSLA
